customer_id,acc_number,first_name,last_name,date_of_birth,address,state,city,phone_number,email_address,age,marital_status,number_of_dependents,occupation,employment_status,annual_income,income_sources
9177,206218000000,Veer,Rama,11-Nov-97,"808
Mani Nagar, Madanapalle 588830",Madhya Pradesh,Rohtak,9877474185,ishita87@example.net,26,single,0,Make,unemployed,1267507,Business
9178,528746000000,Madhup,Bakshi,26-Nov-91,"59/598
Bahri Chowk
Sultan Pur Majra-988103",Himachal Pradesh,Loni,6352138139,jhanvilala@example.org,32,married,4,Police officer,self-employed,542567,Salary
9179,133565000000,Aaryahi,Date,25-Jul-65,"H.No. 442
Sagar, Jodhpur 956384",Maharashtra,Vadodara,8647457131,maninehmat@example.org,59,married,5,Investment analyst,unemployed,894408,Salary
9180,308632000000,Ahana ,Chaudhari,14-May-71,"H.No. 55
Thaker Nagar
Bokaro 269455",Odisha,Salem,8739546186,indrajityohannan@example.org,53,divorced,3,"Production designer, theatre/television/film",employed,1282867,Salary
9181,865444000000,Gokul,Sodhi,13-Jun-57,"H.No. 298
Boase Street, Vijayawada-166577",Nagaland,Jamalpur,5965655775,tushar25@example.com,67,single,2,"Accountant, chartered management",self-employed,1221998,Business
9182,227951000000,Ranbir,Bhatt,24-Jan-99,"H.No. 340
Zachariah Circle, Vellore-411766",Arunachal Pradesh,Adoni,4134766220,madhavsolanki@example.net,25,married,1,Market researcher,self-employed,484426,Business
9183,779469000000,Trisha,Grewal,16-Apr-85,"82/532
Barad Ganj, Pondicherry 389244",Karnataka,Jorhat,8602982611,drishyasingh@example.org,39,single,2,Local government officer,self-employed,1541430,Business
9184,987755000000,Nayantara,Seshadri,16-Feb-59,"977
Choudhary Zila
Nashik-502810",Chhattisgarh,Howrah,4519527022,tjani@example.com,65,single,3,"Accountant, chartered certified",employed,491019,Salary
9185,453347000000,Kismat,Brahmbhatt,01-Aug-58,"H.No. 515
Krishnan Path
Malegaon 281976",Bihar,Miryalaguda,9177037851,nirvaan78@example.com,66,single,0,Quantity surveyor,unemployed,333269,Salary
9186,584414000000,Indrajit,Walla,02-May-86,"52, Manda Circle
Navi Mumbai-005927",Gujarat,Varanasi,5543249674,dharmajankala@example.org,38,married,4,Broadcast presenter,employed,1483505,Business
9187,842994000000,Kiaan,Sankar,27-Dec-00,"19, Chawla Marg
Etawah-926330",Bihar,Sasaram,8819739827,ratichanda@example.com,23,divorced,3,General practice doctor,self-employed,617307,Salary
9188,637751000000,Kartik,Bhatnagar,08-May-04,"H.No. 77, Ramesh
Sikar 735482",Rajasthan,Bilaspur,8838480953,jbaria@example.com,20,married,5,Electrical engineer,employed,1055148,Business
9189,880010000000,Emir,Shankar,20-Jun-83,"178, Saran Circle, Agra-832887",Rajasthan,Ambarnath,8507740170,stuvanbahri@example.net,41,married,4,Counselling psychologist,unemployed,857185,Business
9190,612335000000,Ayesha,Varkey,24-Oct-93,"75, Acharya Ganj, Thanjavur-881661",Meghalaya,Ghaziabad,6559172989,dharmajan62@example.net,30,single,2,"Engineer, civil (contracting)",unemployed,1763116,Salary
9191,518730000000,Zoya,Grover,26-Mar-63,"25
Chacko Ganj
Bhusawal 322353",West Bengal,Sasaram,9684246494,samarth97@example.com,61,married,0,Lobbyist,self-employed,1425471,Business
9192,668639000000,Adah,Swamy,15-Aug-90,"486
Dixit Path, Aurangabad 509691",Karnataka,Anantapuram,8126269211,wcherian@example.net,34,divorced,3,Social worker,self-employed,1067222,Business
9193,798240000000,Vritika,Dass,13-May-60,"H.No. 76, Zachariah Path, Pondicherry 454003",Rajasthan,Raipur,2313829824,inaaya-40@example.net,64,married,0,Adult nurse,self-employed,1028087,Salary
9194,874959000000,Yakshit,Bedi,22-Jul-67,"H.No. 540, Verma Street, Mau-445811",Madhya Pradesh,Anantapuram,3637236931,zaina54@example.com,57,married,3,Counselling psychologist,employed,1547253,Salary
9195,806385000000,Mishti,Iyer,10-Jan-56,"82/771
Borde Nagar
Darbhanga 180482",Meghalaya,Bokaro,9141997000,neelofarsarma@example.net,68,single,1,"Scientist, product/process development",employed,1597770,Business
9196,298623000000,Indrans,Kapoor,02-Oct-94,"H.No. 711
Reddy Street
Dhule 455989",Manipur,Giridih,3254099532,ibiswas@example.com,29,divorced,0,"Engineer, water",unemployed,1664428,Salary
9197,842597000000,Madhup,Kanda,14-Jun-92,"H.No. 27
Desai Chowk, Alappuzha-233389",Punjab,Thane,4497831330,divyanshchopra@example.org,32,divorced,3,Hotel manager,employed,1663871,Salary
9198,764972000000,Shlok,Rajagopalan,20-Mar-60,"26/52, Yohannan Street
Bidar-308514",Karnataka,Ghaziabad,3370857959,anneneelofar@example.com,64,single,4,Sales promotion account executive,employed,1549688,Business
9199,245520000000,Ojas,Kale,12-Jan-00,"H.No. 864
Dave Circle, Kurnool-150649",Assam,Gangtok,3380349631,mishasundaram@example.org,24,divorced,3,"Chemist, analytical",self-employed,590581,Salary
9200,311169000000,Veer,Lal,10-Mar-69,"H.No. 91, Behl Ganj, Morbi 673789",Goa,Ambala,9927398108,mamooty66@example.net,55,single,5,Nutritional therapist,unemployed,1710200,Salary
9201,312094000000,Dhanuk,Kar,28-Oct-75,"65/53
Doshi Street
Tinsukia-506833",Kerala,Navi Mumbai,2561204607,stuvan78@example.org,48,married,3,Logistics and distribution manager,employed,995742,Business
9202,987860000000,Jayesh,Aggarwal,13-Oct-57,"H.No. 474
Basak Circle, Karnal-706512",Tripura,Navi Mumbai,1601045159,xandra@example.com,66,married,2,Broadcast presenter,unemployed,512741,Salary
9203,501905000000,Adira,Konda,09-Oct-99,"H.No. 14, Som Zila, Bardhaman-451907",Himachal Pradesh,Imphal,2388463915,asuri@example.net,24,divorced,0,Chief Financial Officer,self-employed,1977377,Business
9204,412365000000,Riaan,Krishnan,16-Mar-66,"H.No. 329, Sodhi Chowk
Jammu 415460",Andhra Pradesh,Tirupati,6581655907,aarav00@example.org,58,single,5,"Runner, broadcasting/film/video",unemployed,1292590,Business
9205,876451000000,Adira,Sharaf,25-Jun-99,"94, Doshi Marg
Jaunpur 716920",Uttarakhand,Raichur,5606271180,gbali@example.org,25,married,5,Landscape architect,self-employed,350506,Business
9206,454482000000,Hiran,Shan,04-Jun-75,"H.No. 090, Aurora Ganj
Bhilai 730936",Nagaland,Dehradun,2547683941,csaraf@example.com,49,single,1,"Psychologist, counselling",self-employed,1288834,Business
9207,792345000000,Neysa,Sha,29-Mar-51,"H.No. 47, Sane Chowk
Panihati 342718",Chhattisgarh,Junagadh,6555110048,gollaishita@example.net,73,divorced,4,Oncologist,self-employed,1529743,Salary
9208,149245000000,Indrans,Sankaran,23-Feb-73,"H.No. 72
Sachdeva Circle, Jabalpur 274223",Meghalaya,Kumbakonam,4945290490,gargtaimur@example.net,51,divorced,3,Landscape architect,unemployed,858083,Business
9209,533767000000,Azad,Dani,12-Nov-94,"H.No. 82, Varma Path, Kulti-709057",Manipur,Ahmedabad,1320950257,cherianojas@example.org,29,single,5,Product/process development scientist,self-employed,351953,Business
9210,956452000000,Kiara,Sekhon,27-Jul-76,"57/56
Walia Nagar
Dewas-404903",Goa,Tiruvottiyur,3752792099,lakshay15@example.org,48,married,4,Environmental consultant,unemployed,1275341,Business
9211,817182000000,Bhamini,Mane,11-Apr-53,"H.No. 95
Barad Path, North Dumdum-257051",Uttar Pradesh,Davanagere,8738267406,datenitara@example.org,71,married,4,Energy engineer,unemployed,1507393,Business
9212,499800000000,Jivin,Ganesan,24-Dec-93,"H.No. 93, Choudhury Path
Bhagalpur-196372",Telangana,Bhilai,2842087222,daraaradhya@example.org,30,married,4,Purchasing manager,employed,1687717,Salary
9213,254256000000,Ishaan,Dara,22-Sep-89,"00/808, Deshmukh Road, Farrukhabad 399872",Odisha,Jhansi,2454025554,azad84@example.net,34,married,1,"Physicist, medical",self-employed,1465447,Salary
9214,779083000000,Lakshay,Chakraborty,14-Sep-70,"12
Chaudhuri
Lucknow-194708",Kerala,Ichalkaranji,2850524323,wkunda@example.net,53,married,4,Fine artist,self-employed,1167608,Salary
9215,505178000000,Baiju,Mane,09-Oct-96,"H.No. 85
Chatterjee Ganj, Jodhpur 283511",Tamil Nadu,Allahabad,3153430483,neysa54@example.net,27,married,2,Broadcast presenter,employed,1820486,Business
9216,145519000000,Anvi,Varkey,23-Dec-98,"97/67, Tank Nagar, Berhampore-316144",Mizoram,Mira-Bhayandar,7374636486,yakshitwason@example.com,25,married,5,Theme park manager,employed,1060782,Business
9217,625603000000,Tara,Barad,02-Aug-68,"60/77, Ramesh Nagar
Gulbarga-426583",Jharkhand,Patna,2624005016,virkabram@example.com,56,divorced,2,Orthoptist,unemployed,849663,Salary
9218,445714000000,Anaya,Dhar,21-Aug-67,"H.No. 18
Deshpande Circle
Tirupati 853179",Gujarat,Raurkela Industrial Township,6450803842,aradhya05@example.org,56,married,0,Psychotherapist,employed,1165831,Salary
9219,676675000000,Kartik,Mand,21-Jul-69,"H.No. 392, Viswanathan Street, Jamshedpur-898658",Jharkhand,Bharatpur,1119651735,sakshamvarghese@example.net,55,single,3,"Engineer, building services",employed,1570981,Business
9220,440818000000,Nitara,Brar,09-Jun-69,"22, Dutta Road, North Dumdum 436272",Goa,Bhubaneswar,8790996423,aarushchokshi@example.com,55,married,1,"Production assistant, radio",employed,304081,Business
9221,999622000000,Adira,Saini,05-Sep-04,"H.No. 594
Shan Ganj, Malda-890543",Kerala,Mangalore,8789159896,pranaythaman@example.com,19,single,2,Television/film/video producer,unemployed,1884100,Salary
9222,373076000000,Ishita,Magar,28-Sep-97,"57
Bandi Zila
Kulti 490253",Goa,Rajkot,7469582631,mamootywadhwa@example.org,26,divorced,5,Physiological scientist,employed,1563032,Business
9223,978675000000,Ritvik,Mahal,13-Aug-72,"H.No. 504
Kulkarni Road, Ramagundam 885615",Tamil Nadu,Nangloi Jat,5287759885,keya53@example.org,52,married,1,"Teacher, early years/pre",self-employed,1957640,Salary
9224,181668000000,Yashvi,Varkey,02-Dec-73,"H.No. 29
Deshpande Chowk
Vellore-562635",Kerala,Tiruvottiyur,9754040721,sarabarman@example.com,50,divorced,2,"Teacher, music",self-employed,376840,Business
9225,942468000000,Lagan,Joshi,16-Dec-76,"233
Kata Zila, Tirunelveli-816611",Haryana,Ambattur,2690066690,seshadrianvi@example.org,47,divorced,5,"Psychotherapist, dance movement",unemployed,1386920,Salary
9226,183418000000,Ojas,Saha,10-Jul-64,"H.No. 822, Grover Chowk
Durgapur-350961",Rajasthan,Ujjain,4893728063,heerrajan@example.com,60,married,5,Theme park manager,unemployed,1856939,Business
9227,537108000000,Amira,Deshpande,27-Nov-52,"66/01
Vig Nagar
Solapur 984491",Mizoram,Katni,7601039792,ivana47@example.com,71,married,1,"Journalist, magazine",self-employed,1344106,Salary
9228,565784000000,Anay,Gupta,07-Jul-87,"730
Sahni Marg, Kota-271247",Himachal Pradesh,Sambhal,4953572213,saanvi57@example.com,37,married,2,"Radiographer, diagnostic",employed,916399,Business
9229,101467000000,Anahita,Badal,11-Feb-53,"H.No. 03
Shetty Chowk, Shahjahanpur-530182",Jharkhand,Raiganj,4465178117,tara97@example.net,71,married,2,Geophysicist/field seismologist,employed,1272984,Salary
9230,947267000000,Vaibhav,Babu,02-May-66,"H.No. 376
Dora Zila
Ichalkaranji-437025",Madhya Pradesh,Agra,7229283482,yuvraj-de@example.com,58,married,2,Further education lecturer,self-employed,608717,Salary
9231,577295000000,Kaira,Zachariah,26-Jul-83,"H.No. 86, Sahni Road
Panvel-871900",Chhattisgarh,Jabalpur,3876948478,ydar@example.com,41,married,0,Tourist information centre manager,employed,1455781,Business
9232,144461000000,Samar,Sidhu,24-Jan-93,"H.No. 64
Manda Road, Gurgaon-529632",Mizoram,Vellore,4472664408,vardaniyakant@example.org,31,single,1,Clinical research associate,employed,1241924,Salary
9233,185023000000,Anay,Rama,28-Mar-96,"87/216, Balakrishnan Chowk, Vijayawada 729961",Tamil Nadu,Guntur,6211366899,wchada@example.net,28,married,0,"Embryologist, clinical",self-employed,764469,Salary
9234,259694000000,Tanya,Mangal,17-Aug-59,"H.No. 67
Virk Street, Thoothukudi-707456",Nagaland,Gangtok,3139894028,lallprisha@example.org,65,single,1,Waste management officer,self-employed,1529193,Business
9235,673559000000,Vaibhav,Hari,07-May-89,"H.No. 795, Lall Nagar, Mehsana 599340",Punjab,Berhampore,9834441806,arhaandugar@example.net,35,single,1,"Scientist, research (life sciences)",employed,1923807,Business
9236,944785000000,Ivan,Gill,18-Aug-04,"90, Banerjee Marg, Jammu-828288",Jharkhand,Ramagundam,7847070823,yohannannitya@example.com,20,divorced,4,"Accountant, chartered public finance",employed,1512439,Business
9237,417822000000,Lakshay,Chowdhury,29-May-51,"23/773, Borde Nagar
Mahbubnagar-311660",Sikkim,Bihar Sharif,2107974892,oorjashetty@example.org,73,married,4,Toxicologist,unemployed,575301,Salary
9238,858956000000,Ishita,Banerjee,24-Jul-57,"H.No. 548, Bhandari Road
Karawal Nagar-121344",Rajasthan,Danapur,6832909568,shalvsem@example.org,67,married,4,Insurance risk surveyor,employed,1215265,Business
9239,680631000000,Hridaan,Bawa,02-Aug-90,"814, Saini Chowk
Jabalpur-002520",Mizoram,Hosur,7170909968,suhanasule@example.org,34,married,0,Press sub,employed,713661,Salary
9240,923299000000,Veer,Ganguly,02-Oct-97,"37/698
Apte Zila
Pallavaram 332630",Arunachal Pradesh,Pune,2889492018,psandhu@example.com,26,single,0,Commissioning editor,self-employed,577233,Business
9241,818713000000,Manikya,De,04-Dec-52,"39
Cherian Circle
Pimpri-Chinchwad-945938",Goa,Bongaigaon,3333474408,sanghvianahita@example.net,71,married,2,Art therapist,unemployed,851594,Business
9242,621411000000,Shamik,Reddy,04-Sep-72,"H.No. 446
Khatri Nagar
Panvel-145378",Madhya Pradesh,Khammam,7646336881,mbajwa@example.com,51,single,5,International aid/development worker,self-employed,679759,Salary
9243,209704000000,Amira,Sethi,11-Jun-51,"H.No. 23
Ratta Marg, Parbhani 236959",Haryana,Cuttack,5738053198,tsabharwal@example.com,73,married,2,"Copywriter, advertising",unemployed,1774804,Salary
9244,382999000000,Ayesha,Badal,07-Oct-85,"10/47
Bir Road
Sirsa-705288",Himachal Pradesh,Mirzapur,4866283253,badamioorja@example.net,38,married,5,Tax inspector,unemployed,762830,Business
9245,334774000000,Sumer,Sanghvi,02-Aug-90,"63/166, Magar Zila, Jamalpur 306820",Gujarat,Bhind,9944472311,bhamini26@example.net,34,married,1,Astronomer,self-employed,1946974,Salary
9246,886031000000,Renee,Kala,28-Aug-96,"H.No. 40, Desai Circle, Bareilly 599489",Punjab,Patna,4265921365,virkdivit@example.com,27,married,5,Drilling engineer,self-employed,1339668,Business
9247,623465000000,Jivika,Vala,14-Jan-76,"H.No. 206
Bhavsar Circle, Ghaziabad 564786",Telangana,Kharagpur,1589010676,gardeyakshit@example.org,48,married,2,Chiropodist,self-employed,383255,Business
9248,197065000000,Hansh,Rajagopal,20-Jan-85,"97/36, Thaker Ganj, Gudivada-464006",Gujarat,Berhampore,7440486916,urvi88@example.net,39,divorced,1,Purchasing manager,employed,555961,Business
9249,142890000000,Kiaan,Salvi,11-Jan-84,"591, Gala Nagar
Miryalaguda-351618",Punjab,Ujjain,3264176960,sampathanvi@example.com,40,divorced,1,Astronomer,unemployed,455638,Business
9250,660762000000,Aayush,Chahal,16-Feb-72,"H.No. 03, Gola Circle, Varanasi-789804",Telangana,Maheshtala,1852678702,anvi67@example.com,52,married,3,Accommodation manager,self-employed,678474,Business
9251,364152000000,Mehul,Chakrabarti,31-Aug-80,"208
Korpal Ganj, Bangalore 064472",Telangana,Patna,6912305844,madhav18@example.com,43,married,0,Architect,employed,1422107,Salary
9252,773546000000,Vedika,Shan,27-Jul-83,"64, Loyal Chowk, Chinsurah-004644",West Bengal,Maheshtala,7973771174,mdara@example.org,41,married,0,Ambulance person,unemployed,689897,Business
9253,855153000000,Tejas,Mahal,06-Aug-92,"H.No. 17, Kamdar Marg, Ahmednagar 616101",Odisha,South Dumdum,5253705004,seshadripihu@example.org,32,divorced,1,Animal nutritionist,unemployed,971453,Salary
9254,416306000000,Dishani,Badami,05-Aug-70,"H.No. 71
Dubey Circle, Agartala 387491",Uttarakhand,Vasai-Virar,3667569765,ukrishnan@example.com,54,divorced,0,Office manager,employed,1821483,Business
9255,154834000000,Mehul,Vig,20-Jan-87,"53/21, Venkatesh Path
Bhind-114045",Rajasthan,Nagercoil,9761640077,krishnanvihaan@example.org,37,married,1,Therapeutic radiographer,employed,947714,Salary
9256,932268000000,Rania,Goda,21-Dec-68,"44/620, Samra Circle
Sonipat-461074",Kerala,Rajkot,1547084108,buchcharvi@example.org,55,divorced,1,Civil Service fast streamer,employed,925669,Business
9257,988383000000,Nitara,Srinivas,06-Dec-58,"H.No. 377
Keer Marg
Rajpur Sonarpur 345832",Himachal Pradesh,Durgapur,8132796634,malhotravanya@example.com,65,divorced,2,"Engineer, maintenance",employed,537352,Business
9258,708141000000,Rhea,Ganesh,04-May-58,"13/51
Rajagopal Ganj, Giridih 562553",Andhra Pradesh,Rajkot,6313034135,srinivasanhrishita@example.net,66,married,4,Logistics and distribution manager,unemployed,1292164,Salary
9259,849825000000,Neysa,Mander,17-Sep-96,"H.No. 459
Choudhury Marg
Noida-622456",Jharkhand,Panipat,3193237879,diyasaha@example.org,27,divorced,2,Risk analyst,unemployed,436131,Salary
9260,927971000000,Saanvi,Choudhry,05-Dec-94,"H.No. 227
Mammen Zila, Bilaspur 314830",Maharashtra,Jalgaon,6508431423,jwalia@example.com,29,single,2,Call centre manager,self-employed,1668441,Business
9261,598467000000,Aarna,Thaker,19-May-91,"37/250, Kapoor, Belgaum 472569",Meghalaya,Tezpur,2277173174,mandaldhanuk@example.org,33,married,4,Research scientist (maths),employed,704249,Salary
9262,334712000000,Sahil,Sule,22-Feb-96,"H.No. 24, Lad Road, Yamunanagar-459071",Kerala,Mehsana,4839948829,hiranbalan@example.net,28,single,4,Radiation protection practitioner,unemployed,966216,Salary
9263,267731000000,Sara,Sha,04-Sep-51,"29/91
Khare Zila
Agra-628776",Meghalaya,Haridwar,4333516797,kalamamooty@example.org,72,married,0,Mechanical engineer,self-employed,1087343,Salary
9264,532516000000,Vihaan,Kapur,15-Dec-88,"13/77
Balakrishnan Path, Bhavnagar-161551",Mizoram,Kumbakonam,8686663082,dvirk@example.net,35,married,5,Financial planner,employed,1966951,Salary
9265,168415000000,Aaina,Chander,08-Dec-55,"33/333
Sachdev Road, Bhatpara-174558",Uttar Pradesh,Ulhasnagar,9909067248,dsoni@example.com,68,married,2,"Psychologist, occupational",unemployed,595074,Business
9266,182397000000,Vivaan,Malhotra,07-Sep-84,"30/786, Gupta Nagar
Sambalpur 771271",Andhra Pradesh,Jhansi,3271102981,mirayagole@example.com,39,divorced,5,Chartered management accountant,self-employed,1764051,Salary
9267,101206000000,Ranbir,Atwal,17-Mar-63,"77/27, Dhillon Nagar, Shimoga-700793",Assam,Bhopal,3617939987,walizaina@example.org,61,married,0,Politician's assistant,employed,1881005,Salary
9268,793655000000,Drishya,Gera,13-Apr-69,"74, Dugar
Sirsa-982323",Jharkhand,Dindigul,5880077922,charanahita@example.com,55,married,0,"Engineer, petroleum",unemployed,653808,Business
9269,113262000000,Arhaan,Borra,09-Nov-58,"H.No. 29, Wason Path, Chandigarh 400942",Karnataka,Sikar,6888259902,indraniljani@example.com,65,married,0,"Designer, graphic",self-employed,457651,Business
9270,776413000000,Nayantara,Saini,31-Aug-76,"H.No. 62, Sinha Ganj, Munger-912304",Uttar Pradesh,Sambalpur,2615273190,ivan90@example.com,47,married,4,Adult guidance worker,unemployed,357657,Salary
9271,161653000000,Shanaya,Saxena,10-Oct-54,"H.No. 654, Samra Marg, Raichur 311178",Rajasthan,Durgapur,5952409548,saksham29@example.org,69,married,4,Administrator,employed,1865175,Business
9272,108126000000,Myra,Mangat,25-Dec-77,"H.No. 87, Walia Road, Saharsa 229745",Andhra Pradesh,Firozabad,8167637674,nitya55@example.net,46,divorced,2,Pension scheme manager,unemployed,310093,Business
9273,527042000000,Taran,Chopra,25-Oct-77,"05/521, Walia Path
Thanjavur-899453",Telangana,Bhiwani,6957138854,himmat86@example.org,46,single,2,"Radiographer, diagnostic",self-employed,890655,Salary
